,Date,Heure,Comp,Tour,Jour,Tribune,Résultat,BM,BE,Adversaire,xG,xGA,Poss,Affluence,Capitaine,Formation,Arbitre,Rapport de match,Notes,Dist,CF,PénM,PénT,Buts,Tirs,TC,TC%,B/Tir,B/TC,Saison,Equipe
38,2022-05-07,17:00,Ligue 1,Journée 36,Sam,Domicile,D,0,1,Strasbourg,0.5,2.4,46.0,,Brendan Chardonnet,4-4-2,Mikael Lesage,Rapport de match,,16.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2022,Brest
39,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Extérieur,D,2,4,Monaco,1.6,3.3,44.0,,Jean-Kevin Duverne,4-3-3,Jérôme Brisard,Rapport de match,,10.2,0.0,0.0,0.0,2.0,11.0,5.0,45.5,0.18,0.4,2022,Brest
40,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Domicile,D,2,4,Bordeaux,1.1,3.4,48.0,,Brendan Chardonnet,4-4-2,Hakim Ben El Hadj Salem,Rapport de match,,15.9,1.0,0.0,0.0,2.0,11.0,7.0,63.6,0.18,0.29,2022,Brest
0,2021-08-08,15:00,Ligue 1,Journée 1,Dim,Extérieur,N,0,0,Nice,0.2,0.8,39.0,18030.0,Yunis Abdelhamid,3-4-1-2,Johan Hamel,Rapport de match,,24.7,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,2022,Reims
1,2021-08-15,15:00,Ligue 1,Journée 2,Dim,Domicile,N,3,3,Montpellier,2.1,2.0,55.0,8887.0,Yunis Abdelhamid,3-4-3,Jeremy Stinat,Rapport de match,,17.3,0.0,0.0,0.0,3.0,19.0,9.0,47.4,0.16,0.33,2022,Reims
2,2021-08-22,15:00,Ligue 1,Journée 3,Dim,Extérieur,N,1,1,Metz,1.6,0.7,44.0,14799.0,Yunis Abdelhamid,3-4-3,Florent Batta,Rapport de match,,14.1,0.0,0.0,0.0,1.0,14.0,3.0,21.4,0.07,0.33,2022,Reims
3,2021-08-29,20:45,Ligue 1,Journée 4,Dim,Domicile,D,0,2,Paris S-G,0.6,1.2,32.0,20525.0,Yunis Abdelhamid,3-5-2,François Letexier,Rapport de match,,16.8,0.0,0.0,0.0,0.0,11.0,4.0,36.4,0.0,0.0,2022,Reims
4,2021-09-12,15:00,Ligue 1,Journée 5,Dim,Extérieur,V,2,0,Rennes,0.5,1.0,37.0,24486.0,Yunis Abdelhamid,3-5-2,Thomas Léonard,Rapport de match,,16.7,0.0,0.0,0.0,2.0,7.0,3.0,42.9,0.29,0.67,2022,Reims
5,2021-09-19,15:00,Ligue 1,Journée 6,Dim,Domicile,N,0,0,Lorient,1.0,0.3,45.0,9443.0,Yunis Abdelhamid,3-5-2,Hakim Ben El Hadj Salem,Rapport de match,,24.8,0.0,0.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,2022,Reims
6,2021-09-22,19:00,Ligue 1,Journée 7,Mer,Extérieur,D,1,2,Lille,1.4,0.8,47.0,32604.0,Yunis Abdelhamid,3-5-2,Johan Hamel,Rapport de match,,17.6,0.0,1.0,1.0,1.0,11.0,4.0,36.4,0.0,0.0,2022,Reims
7,2021-09-26,15:00,Ligue 1,Journée 8,Dim,Domicile,V,3,1,Nantes,0.7,0.8,45.0,280.0,Yunis Abdelhamid,3-4-1-2,Eric Wattellier,Rapport de match,,19.0,0.0,0.0,0.0,3.0,9.0,5.0,55.6,0.33,0.6,2022,Reims
8,2021-10-01,21:00,Ligue 1,Journée 9,Ven,Extérieur,D,0,2,Lens,0.2,2.2,39.0,,Yunis Abdelhamid,4-3-3,Benoît Bastien,Rapport de match,,15.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,2022,Reims
9,2021-10-17,15:00,Ligue 1,Journée 10,Dim,Extérieur,N,1,1,Brest,0.8,0.6,45.0,9693.0,Yunis Abdelhamid,3-4-1-2,Jeremy Stinat,Rapport de match,,18.1,0.0,0.0,0.0,1.0,13.0,2.0,15.4,0.08,0.5,2022,Reims
10,2021-10-24,15:00,Ligue 1,Journée 11,Dim,Domicile,D,1,2,Troyes,0.7,0.7,55.0,12326.0,Yunis Abdelhamid,4-4-2,Pierre Gaillouste,Rapport de match,,22.6,1.0,0.0,0.0,1.0,18.0,5.0,27.8,0.06,0.2,2022,Reims
11,2021-10-31,15:00,Ligue 1,Journée 12,Dim,Extérieur,D,2,3,Bordeaux,1.2,1.8,46.0,11020.0,Yunis Abdelhamid,4-2-3-1,Eric Wattellier,Rapport de match,,18.2,0.0,0.0,0.0,2.0,12.0,8.0,66.7,0.17,0.25,2022,Reims
12,2021-11-07,15:00,Ligue 1,Journée 13,Dim,Domicile,N,0,0,Monaco,0.3,0.7,42.0,12080.0,Yunis Abdelhamid,4-2-3-1,Jérémie Pignard,Rapport de match,,24.6,1.0,0.0,0.0,0.0,11.0,5.0,45.5,0.0,0.0,2022,Reims
13,2021-11-21,15:00,Ligue 1,Journée 14,Dim,Extérieur,N,1,1,Strasbourg,1.0,1.8,31.0,24439.0,Yunis Abdelhamid,4-2-3-1,Amaury Delerue,Rapport de match,,16.6,0.0,0.0,0.0,1.0,10.0,3.0,30.0,0.1,0.33,2022,Reims
14,2021-11-28,15:00,Ligue 1,Journée 15,Dim,Domicile,V,1,0,Clermont Foot,0.8,0.5,41.0,8420.0,Yunis Abdelhamid,4-3-3,Benoît Bastien,Rapport de match,,14.0,0.0,0.0,0.0,1.0,12.0,2.0,16.7,0.08,0.5,2022,Reims
15,2021-12-01,21:00,Ligue 1,Journée 16,Mer,Extérieur,V,2,1,Lyon,1.1,2.3,37.0,,Yunis Abdelhamid,3-5-2,Benoît Millot,Rapport de match,,16.6,0.0,0.0,0.0,2.0,8.0,5.0,62.5,0.25,0.4,2022,Reims
16,2021-12-05,15:00,Ligue 1,Journée 17,Dim,Domicile,D,1,2,Angers,1.3,2.0,44.0,8238.0,Yunis Abdelhamid,3-4-1-2,Johan Hamel,Rapport de match,,22.7,0.0,1.0,1.0,1.0,4.0,1.0,25.0,0.0,0.0,2022,Reims
17,2021-12-11,21:00,Ligue 1,Journée 18,Sam,Domicile,V,2,0,Saint-Étienne,2.3,0.1,54.0,12019.0,Wout Faes,3-5-2,Pierre Gaillouste,Rapport de match,,16.7,0.0,1.0,1.0,2.0,16.0,5.0,31.3,0.06,0.2,2022,Reims
19,2021-12-22,21:00,Ligue 1,Journée 19,Mer,Extérieur,N,1,1,Marseille,0.7,1.3,28.0,55908.0,Yunis Abdelhamid,3-4-3,François Letexier,Rapport de match,,21.3,0.0,0.0,0.0,1.0,7.0,2.0,28.6,0.14,0.5,2022,Reims
21,2022-01-09,15:00,Ligue 1,Journée 20,Dim,Extérieur,N,0,0,Clermont Foot,0.9,1.4,46.0,4923.0,Yunis Abdelhamid,3-4-3,Romain Lissorgue,Rapport de match,,17.6,1.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2022,Reims
22,2022-01-16,15:00,Ligue 1,Journée 21,Dim,Domicile,D,0,1,Metz,0.5,1.1,59.0,3923.0,Yunis Abdelhamid,3-4-3,Jérémie Pignard,Rapport de match,,18.4,0.0,0.0,0.0,0.0,14.0,2.0,14.3,0.0,0.0,2022,Reims
23,2022-01-23,20:45,Ligue 1,Journée 22,Dim,Extérieur,D,0,4,Paris S-G,0.5,2.7,32.0,5000.0,Yunis Abdelhamid,3-4-3,Eric Wattellier,Rapport de match,,19.7,0.0,0.0,0.0,0.0,7.0,3.0,42.9,0.0,0.0,2022,Reims
25,2022-02-06,15:00,Ligue 1,Journée 23,Dim,Domicile,V,5,0,Bordeaux,1.8,0.1,48.0,8858.0,Yunis Abdelhamid,4-4-2,Antony Gautier,Rapport de match,,17.4,0.0,0.0,1.0,5.0,15.0,6.0,40.0,0.33,0.83,2022,Reims
26,2022-02-13,15:00,Ligue 1,Journée 24,Dim,Extérieur,D,0,1,Nantes,0.5,0.6,40.0,14304.0,Yunis Abdelhamid,4-4-1-1,Johan Hamel,Rapport de match,,16.0,0.0,0.0,0.0,0.0,7.0,3.0,42.9,0.0,0.0,2022,Reims
27,2022-02-20,15:00,Ligue 1,Journée 25,Dim,Domicile,N,1,1,Brest,0.6,2.1,44.0,9307.0,Wout Faes,4-2-3-1,Hakim Ben El Hadj Salem,Rapport de match,,16.4,0.0,0.0,0.0,1.0,8.0,2.0,25.0,0.13,0.5,2022,Reims
28,2022-02-27,13:00,Ligue 1,Journée 26,Dim,Extérieur,V,2,1,Monaco,1.6,1.6,32.0,3982.0,Wout Faes,3-5-1-1,Benoît Millot,Rapport de match,,14.8,0.0,0.0,0.0,1.0,12.0,7.0,58.3,0.08,0.14,2022,Reims
29,2022-03-06,15:00,Ligue 1,Journée 27,Dim,Domicile,N,1,1,Strasbourg,0.6,0.8,54.0,10405.0,Yunis Abdelhamid,3-4-3,Jérémie Pignard,Rapport de match,,20.7,0.0,0.0,0.0,1.0,8.0,1.0,12.5,0.13,1.0,2022,Reims
30,2022-03-13,15:00,Ligue 1,Journée 28,Dim,Extérieur,V,1,0,Angers,1.4,2.2,37.0,5960.0,Yunis Abdelhamid,3-4-3,Mikael Lesage,Rapport de match,,13.3,0.0,0.0,0.0,1.0,10.0,3.0,30.0,0.1,0.33,2022,Reims
31,2022-03-20,17:05,Ligue 1,Journée 29,Dim,Domicile,N,0,0,Lyon,0.4,1.9,36.0,14091.0,Yunis Abdelhamid,4-4-2,Johan Hamel,Rapport de match,,15.6,0.0,0.0,0.0,0.0,5.0,2.0,40.0,0.0,0.0,2022,Reims
32,2022-04-03,15:00,Ligue 1,Journée 30,Dim,Extérieur,D,0,1,Troyes,0.8,1.3,43.0,9482.0,Yunis Abdelhamid,4-4-2,Ruddy Buquet,Rapport de match,,17.4,0.0,0.0,0.0,0.0,10.0,4.0,40.0,0.0,0.0,2022,Reims
33,2022-04-09,17:00,Ligue 1,Journée 31,Sam,Domicile,D,2,3,Rennes,2.4,1.5,41.0,10243.0,Yunis Abdelhamid,3-5-2,Romain Lissorgue,Rapport de match,,17.5,0.0,1.0,2.0,2.0,12.0,4.0,33.3,0.08,0.25,2022,Reims
34,2022-04-17,15:00,Ligue 1,Journée 32,Dim,Extérieur,N,0,0,Montpellier,1.6,1.2,40.0,10170.0,Wout Faes,3-5-2,Antony Gautier,Rapport de match,,16.7,0.0,0.0,0.0,0.0,15.0,9.0,60.0,0.0,0.0,2022,Reims
35,2022-04-20,19:00,Ligue 1,Journée 33,Mer,Domicile,V,2,1,Lille,0.9,1.1,41.0,10910.0,Yunis Abdelhamid,3-5-2,Hakim Ben El Hadj Salem,Rapport de match,,15.6,0.0,0.0,0.0,2.0,10.0,4.0,40.0,0.2,0.5,2022,Reims
36,2022-04-24,20:45,Ligue 1,Journée 34,Dim,Domicile,D,0,1,Marseille,0.6,0.7,30.0,20835.0,Yunis Abdelhamid,3-5-2,Jérôme Brisard,Rapport de match,,19.5,0.0,0.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,2022,Reims
37,2022-05-01,15:00,Ligue 1,Journée 35,Dim,Extérieur,V,2,1,Lorient,1.9,2.0,48.0,12216.0,Yunis Abdelhamid,3-5-2,Pierre Gaillouste,Rapport de match,,16.9,1.0,0.0,0.0,2.0,13.0,3.0,23.1,0.15,0.67,2022,Reims
38,2022-05-08,15:00,Ligue 1,Journée 36,Dim,Domicile,D,1,2,Lens,0.5,1.9,39.0,,Yunis Abdelhamid,3-5-2,Vitor Ferreira Fernandes,Rapport de match,,27.4,0.0,0.0,0.0,1.0,7.0,2.0,28.6,0.14,0.5,2022,Reims
39,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Extérieur,V,2,1,Saint-Étienne,1.9,1.5,44.0,,Yunis Abdelhamid,4-5-1,Clément Turpin,Rapport de match,,17.4,0.0,0.0,0.0,2.0,16.0,7.0,43.8,0.13,0.29,2022,Reims
40,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Domicile,D,2,3,Nice,0.7,1.9,46.0,,Yunis Abdelhamid,3-5-2,Eric Wattellier,Rapport de match,,17.4,0.0,0.0,0.0,2.0,5.0,4.0,80.0,0.4,0.5,2022,Reims
0,2021-08-08,20:45,Ligue 1,Journée 1,Dim,Domicile,D,2,3,Marseille,0.5,2.0,41.0,13500.0,Andy Delort,4-2-3-1,Jérémie Pignard,Rapport de match,,21.0,0.0,0.0,0.0,1.0,8.0,1.0,12.5,0.13,1.0,2022,Montpellier
1,2021-08-15,15:00,Ligue 1,Journée 2,Dim,Extérieur,N,3,3,Reims,2.0,2.1,45.0,8887.0,Andy Delort,4-2-3-1,Jeremy Stinat,Rapport de match,,18.2,1.0,0.0,0.0,3.0,15.0,5.0,33.3,0.2,0.6,2022,Montpellier
2,2021-08-22,15:00,Ligue 1,Journée 3,Dim,Domicile,V,3,1,Lorient,2.8,0.7,57.0,6527.0,Andy Delort,4-2-3-1,Bastien Dechepy,Rapport de match,,17.0,2.0,0.0,0.0,3.0,31.0,11.0,35.5,0.1,0.27,2022,Montpellier
3,2021-08-29,17:00,Ligue 1,Journée 4,Dim,Extérieur,D,1,2,Lille,0.6,1.7,55.0,28859.0,Téji Savanier,4-2-3-1,Amaury Delerue,Rapport de match,,21.6,1.0,0.0,0.0,1.0,6.0,2.0,33.3,0.17,0.5,2022,Montpellier
4,2021-09-12,13:00,Ligue 1,Journée 5,Dim,Domicile,V,2,0,Saint-Étienne,1.2,1.0,41.0,10402.0,Téji Savanier,4-2-3-1,Benoît Bastien,Rapport de match,,16.1,2.0,0.0,0.0,2.0,11.0,4.0,36.4,0.18,0.5,2022,Montpellier
5,2021-09-19,15:00,Ligue 1,Journée 6,Dim,Extérieur,N,1,1,Troyes,0.2,1.1,59.0,7405.0,Téji Savanier,4-2-3-1,Florent Batta,Rapport de match,,20.3,0.0,0.0,0.0,1.0,6.0,2.0,33.3,0.17,0.5,2022,Montpellier
6,2021-09-22,19:00,Ligue 1,Journée 7,Mer,Domicile,N,3,3,Bordeaux,1.5,1.0,55.0,9585.0,Téji Savanier,4-2-3-1,Mikael Lesage,Rapport de match,,19.2,0.0,0.0,0.0,3.0,15.0,6.0,40.0,0.2,0.5,2022,Montpellier
7,2021-09-25,21:00,Ligue 1,Journée 8,Sam,Extérieur,D,0,2,Paris S-G,0.2,2.2,47.0,47408.0,Téji Savanier,4-2-3-1,Antony Gautier,Rapport de match,,24.8,1.0,0.0,0.0,0.0,10.0,4.0,40.0,0.0,0.0,2022,Montpellier
8,2021-10-02,17:00,Ligue 1,Journée 9,Sam,Domicile,N,1,1,Strasbourg,1.0,0.4,54.0,9851.0,Téji Savanier,4-2-3-1,Hakim Ben El Hadj Salem,Rapport de match,,18.8,1.0,0.0,0.0,1.0,12.0,4.0,33.3,0.08,0.25,2022,Montpellier
9,2021-10-17,17:00,Ligue 1,Journée 10,Dim,Domicile,V,1,0,Lens,1.7,1.3,50.0,12474.0,Téji Savanier,4-2-3-1,Florent Batta,Rapport de match,,18.9,1.0,0.0,0.0,1.0,15.0,6.0,40.0,0.07,0.17,2022,Montpellier
10,2021-10-24,17:00,Ligue 1,Journée 11,Dim,Extérieur,D,1,3,Monaco,1.1,1.7,36.0,4861.0,Téji Savanier,4-2-3-1,François Letexier,Rapport de match,,22.7,2.0,1.0,1.0,1.0,12.0,3.0,25.0,0.0,0.0,2022,Montpellier
11,2021-10-31,15:00,Ligue 1,Journée 12,Dim,Domicile,V,2,0,Nantes,1.4,0.8,59.0,11267.0,Téji Savanier,4-2-3-1,Bastien Dechepy,Rapport de match,,19.6,4.0,0.0,0.0,2.0,19.0,10.0,52.6,0.11,0.2,2022,Montpellier
12,2021-11-07,17:00,Ligue 1,Journée 13,Dim,Extérieur,V,1,0,Nice,0.4,1.7,33.0,20157.0,Jordan Ferri,4-4-1-1,Antony Gautier,Rapport de match,,25.2,3.0,0.0,0.0,1.0,8.0,2.0,25.0,0.13,0.5,2022,Montpellier
13,2021-11-20,21:00,Ligue 1,Journée 14,Sam,Extérieur,D,0,2,Rennes,0.7,3.1,33.0,27003.0,Téji Savanier,4-4-2,Mikael Lesage,Rapport de match,,12.3,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,2022,Montpellier
14,2021-11-28,17:00,Ligue 1,Journée 15,Dim,Domicile,D,0,1,Lyon,1.5,0.9,44.0,14747.0,Jordan Ferri,4-1-4-1,Thomas Léonard,Rapport de match,,17.5,1.0,0.0,0.0,0.0,15.0,5.0,33.3,0.0,0.0,2022,Montpellier
15,2021-12-01,19:00,Ligue 1,Journée 16,Mer,Extérieur,V,3,1,Metz,1.4,1.5,55.0,13992.0,Téji Savanier,4-2-3-1,Ruddy Buquet,Rapport de match,,20.1,1.0,0.0,0.0,3.0,10.0,7.0,70.0,0.3,0.43,2022,Montpellier
16,2021-12-05,15:00,Ligue 1,Journée 17,Dim,Domicile,V,1,0,Clermont Foot,0.7,0.4,47.0,9643.0,Téji Savanier,4-2-3-1,Florent Batta,Rapport de match,,19.8,0.0,0.0,0.0,1.0,8.0,2.0,25.0,0.13,0.5,2022,Montpellier
17,2021-12-11,17:00,Ligue 1,Journée 18,Sam,Extérieur,V,4,0,Brest,1.5,0.9,54.0,13111.0,Téji Savanier,4-2-3-1,Benoît Millot,Rapport de match,,19.2,0.0,0.0,0.0,4.0,9.0,4.0,44.4,0.44,1.0,2022,Montpellier
19,2021-12-22,21:00,Ligue 1,Journée 19,Mer,Domicile,V,4,1,Angers,1.0,0.6,47.0,10990.0,Téji Savanier,4-2-3-1,Hugo Miguel,Rapport de match,,20.0,3.0,0.0,0.0,4.0,9.0,6.0,66.7,0.44,0.67,2022,Montpellier
21,2022-01-16,15:00,Ligue 1,Journée 21,Dim,Extérieur,D,1,3,Strasbourg,1.0,1.9,44.0,5217.0,Téji Savanier,4-2-3-1,Pierre Gaillouste,Rapport de match,,20.7,1.0,0.0,0.0,1.0,9.0,5.0,55.6,0.11,0.2,2022,Montpellier
22,2022-01-19,19:00,Ligue 1,Journée 20,Mer,Domicile,D,0,1,Troyes,0.6,0.7,52.0,4943.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Rapport de match,,19.8,1.0,0.0,0.0,0.0,11.0,3.0,27.3,0.0,0.0,2022,Montpellier
23,2022-01-23,17:05,Ligue 1,Journée 22,Dim,Domicile,V,3,2,Monaco,2.0,1.3,39.0,5000.0,Jordan Ferri,4-4-2,Jérémie Pignard,Rapport de match,,18.4,1.0,0.0,0.0,3.0,15.0,7.0,46.7,0.2,0.43,2022,Montpellier
25,2022-02-05,17:00,Ligue 1,Journée 23,Sam,Extérieur,D,1,3,Saint-Étienne,0.5,2.3,39.0,20000.0,Jordan Ferri,4-4-2,Thomas Léonard,Rapport de match,,20.3,1.0,0.0,0.0,1.0,3.0,2.0,66.7,0.33,0.5,2022,Montpellier
26,2022-02-12,17:00,Ligue 1,Journée 24,Sam,Domicile,D,0,1,Lille,1.1,1.4,57.0,11784.0,Téji Savanier,4-2-3-1,Stéphanie Frappart,Rapport de match,,17.6,1.0,0.0,0.0,0.0,16.0,5.0,31.3,0.0,0.0,2022,Montpellier
27,2022-02-20,15:00,Ligue 1,Journée 25,Dim,Extérieur,V,1,0,Lorient,0.3,1.1,52.0,10135.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Rapport de match,,19.6,0.0,0.0,0.0,1.0,6.0,5.0,83.3,0.17,0.2,2022,Montpellier
28,2022-02-25,21:00,Ligue 1,Journée 26,Ven,Domicile,D,2,4,Rennes,1.1,1.6,47.0,10000.0,Téji Savanier,4-2-3-1,Amaury Delerue,Rapport de match,,18.0,1.0,0.0,0.0,2.0,12.0,4.0,33.3,0.17,0.5,2022,Montpellier
29,2022-03-06,15:00,Ligue 1,Journée 27,Dim,Extérieur,D,0,2,Nantes,0.3,1.3,54.0,21589.0,Téji Savanier,3-4-3,Hakim Ben El Hadj Salem,Rapport de match,,20.2,0.0,0.0,0.0,0.0,6.0,1.0,16.7,0.0,0.0,2022,Montpellier
30,2022-03-12,17:00,Ligue 1,Journée 28,Sam,Domicile,N,0,0,Nice,3.1,0.7,57.0,11658.0,Téji Savanier,4-2-3-1,Clément Turpin,Rapport de match,,16.0,0.0,0.0,1.0,0.0,23.0,4.0,17.4,0.0,0.0,2022,Montpellier
31,2022-03-20,15:00,Ligue 1,Journée 29,Dim,Extérieur,V,2,0,Bordeaux,0.7,3.3,42.0,15000.0,Téji Savanier,4-2-3-1,Thomas Léonard,Rapport de match,,23.3,1.0,0.0,0.0,2.0,7.0,2.0,28.6,0.29,1.0,2022,Montpellier
32,2022-04-03,15:00,Ligue 1,Journée 30,Dim,Domicile,D,1,2,Brest,1.8,0.7,59.0,10929.0,Téji Savanier,4-2-3-1,Florent Batta,Rapport de match,,16.9,1.0,1.0,1.0,1.0,9.0,1.0,11.1,0.0,0.0,2022,Montpellier
33,2022-04-10,21:00,Ligue 1,Journée 31,Dim,Extérieur,D,0,2,Marseille,0.9,2.8,40.0,51131.0,Téji Savanier,4-2-3-1,Jeremy Stinat,Rapport de match,,17.5,0.0,0.0,0.0,0.0,6.0,2.0,33.3,0.0,0.0,2022,Montpellier
34,2022-04-17,15:00,Ligue 1,Journée 32,Dim,Domicile,N,0,0,Reims,1.2,1.6,60.0,10170.0,Téji Savanier,4-2-3-1,Antony Gautier,Rapport de match,,17.2,1.0,0.0,0.0,0.0,14.0,3.0,21.4,0.0,0.0,2022,Montpellier
35,2022-04-20,21:00,Ligue 1,Journée 33,Mer,Extérieur,D,0,2,Lens,0.3,0.9,52.0,36250.0,Mamadou Sakho,4-2-3-1,Romain Lissorgue,Rapport de match,,25.6,0.0,0.0,0.0,0.0,9.0,4.0,44.4,0.0,0.0,2022,Montpellier
36,2022-04-23,17:00,Ligue 1,Journée 34,Sam,Extérieur,D,2,5,Lyon,2.1,3.8,49.0,46608.0,Téji Savanier,4-2-3-1,François Letexier,Rapport de match,,20.2,0.0,1.0,1.0,2.0,10.0,6.0,60.0,0.1,0.17,2022,Montpellier
37,2022-05-01,15:00,Ligue 1,Journée 35,Dim,Domicile,N,2,2,Metz,2.0,1.2,52.0,10446.0,Mamadou Sakho,3-5-2,Clément Turpin,Rapport de match,,17.2,3.0,0.0,0.0,2.0,18.0,6.0,33.3,0.11,0.33,2022,Montpellier
38,2022-05-08,15:00,Ligue 1,Journée 36,Dim,Extérieur,D,1,2,Clermont Foot,1.2,2.2,50.0,,Mamadou Sakho,3-4-1-2,Benoît Bastien,Rapport de match,,18.2,0.0,0.0,0.0,1.0,11.0,2.0,18.2,0.09,0.5,2022,Montpellier
39,2022-05-14,21:00,Ligue 1,Journée 37,Sam,Domicile,D,0,4,Paris S-G,0.7,2.6,31.0,,Jordan Ferri,3-4-3,Jeremy Stinat,Rapport de match,,24.7,2.0,0.0,0.0,0.0,10.0,3.0,30.0,0.0,0.0,2022,Montpellier
40,2022-05-21,21:00,Ligue 1,Journée 38,Sam,Extérieur,D,0,2,Angers,1.3,2.2,48.0,,Jordan Ferri,4-4-2,Romain Lissorgue,Rapport de match,,18.3,1.0,0.0,0.0,0.0,14.0,1.0,7.1,0.0,0.0,2022,Montpellier
0,2021-08-08,15:00,Ligue 1,Journée 1,Dim,Extérieur,V,2,0,Strasbourg,0.9,0.4,43.0,23250.0,Ismaël Traoré,3-4-1-2,Jeremy Stinat,Rapport de match,,13.9,0.0,0.0,0.0,2.0,9.0,2.0,22.2,0.22,1.0,2022,Angers
1,2021-08-15,13:00,Ligue 1,Journée 2,Dim,Domicile,V,3,0,Lyon,1.4,0.9,42.0,6154.0,Ismaël Traoré,3-4-1-2,Clément Turpin,Rapport de match,,20.2,1.0,0.0,0.0,2.0,13.0,6.0,46.2,0.15,0.33,2022,Angers
2,2021-08-22,15:00,Ligue 1,Journée 3,Dim,Extérieur,N,1,1,Bordeaux,0.9,0.7,46.0,18281.0,Ismaël Traoré,3-4-1-2,Pierre Gaillouste,Rapport de match,,13.4,0.0,0.0,0.0,1.0,6.0,3.0,50.0,0.17,0.33,2022,Angers
3,2021-08-29,15:00,Ligue 1,Journée 4,Dim,Domicile,V,2,0,Rennes,2.2,0.9,51.0,6473.0,Ismaël Traoré,3-4-3,Antony Gautier,Rapport de match,,14.6,2.0,0.0,0.0,2.0,16.0,4.0,25.0,0.13,0.5,2022,Angers
4,2021-09-12,15:00,Ligue 1,Journée 5,Dim,Extérieur,N,1,1,Brest,1.3,1.6,51.0,10982.0,Ismaël Traoré,3-4-1-2,Jeremy Stinat,Rapport de match,,19.4,0.0,1.0,1.0,1.0,7.0,1.0,14.3,0.0,0.0,2022,Angers
5,2021-09-19,15:00,Ligue 1,Journée 6,Dim,Domicile,D,1,4,Nantes,1.1,2.1,65.0,9046.0,Ismaël Traoré,3-4-3,Amaury Delerue,Rapport de match,,16.4,1.0,0.0,0.0,1.0,10.0,5.0,50.0,0.1,0.2,2022,Angers
6,2021-09-22,21:00,Ligue 1,Journée 7,Mer,Domicile,N,0,0,Marseille,0.4,0.7,40.0,12458.0,Ismaël Traoré,3-4-1-2,Ruddy Buquet,Rapport de match,,20.4,0.0,0.0,0.0,0.0,9.0,1.0,11.1,0.0,0.0,2022,Angers
7,2021-09-26,15:00,Ligue 1,Journée 8,Dim,Extérieur,N,1,1,Troyes,1.2,1.2,63.0,6868.0,Ismaël Traoré,3-4-1-2,Thomas Léonard,Rapport de match,,22.4,0.0,1.0,1.0,1.0,16.0,5.0,31.3,0.0,0.0,2022,Angers
8,2021-10-03,15:00,Ligue 1,Journée 9,Dim,Domicile,V,3,2,Metz,2.2,1.1,57.0,3989.0,Ismaël Traoré,3-4-1-2,Stéphanie Frappart,Rapport de match,,15.1,2.0,0.0,0.0,3.0,18.0,5.0,27.8,0.17,0.6,2022,Angers
9,2021-10-15,21:00,Ligue 1,Journée 10,Ven,Extérieur,D,1,2,Paris S-G,1.4,1.9,28.0,47646.0,Ismaël Traoré,3-4-1-2,Bastien Dechepy,Rapport de match,,19.4,0.0,0.0,0.0,1.0,9.0,2.0,22.2,0.11,0.5,2022,Angers
10,2021-10-22,21:00,Ligue 1,Journée 11,Ven,Extérieur,N,2,2,Saint-Étienne,0.6,1.1,36.0,19836.0,Ismaël Traoré,3-4-1-2,Antony Gautier,Rapport de match,,14.4,0.0,0.0,0.0,2.0,4.0,2.0,50.0,0.5,1.0,2022,Angers
11,2021-10-31,13:00,Ligue 1,Journée 12,Dim,Domicile,D,1,2,Nice,1.1,1.0,37.0,6788.0,Ismaël Traoré,3-4-1-2,Willy Delajod,Rapport de match,,16.8,0.0,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,2022,Angers
12,2021-11-06,17:00,Ligue 1,Journée 13,Sam,Extérieur,N,1,1,Lille,0.9,1.7,54.0,33305.0,Romain Thomas,3-4-1-2,François Letexier,Rapport de match,,17.0,1.0,0.0,0.0,1.0,9.0,4.0,44.4,0.11,0.25,2022,Angers
13,2021-11-21,15:00,Ligue 1,Journée 14,Dim,Domicile,V,1,0,Lorient,1.3,0.9,54.0,6971.0,Ismaël Traoré,3-5-2,Pierre Gaillouste,Rapport de match,,18.8,0.0,1.0,1.0,1.0,7.0,3.0,42.9,0.0,0.0,2022,Angers
14,2021-11-26,21:00,Ligue 1,Journée 15,Ven,Extérieur,N,2,2,Lens,1.5,1.0,50.0,35713.0,Ismaël Traoré,3-5-2,Florent Batta,Rapport de match,,18.6,1.0,0.0,0.0,2.0,12.0,5.0,41.7,0.17,0.4,2022,Angers
15,2021-12-01,19:00,Ligue 1,Journée 16,Mer,Domicile,D,1,3,Monaco,0.9,3.4,48.0,8267.0,Ismaël Traoré,3-5-2,Romain Lissorgue,Rapport de match,,16.6,0.0,0.0,0.0,0.0,10.0,3.0,30.0,0.0,0.0,2022,Angers
